extent,cluster_id,start_date,end_date,heatwave_start,heatwave_end,time_range,lat_range,lon_range,heatwave_length,month,year,spatial_extent
"{'time_range': (25824, 25832), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 9}",2910,2010-10-02,2010-10-10,25824,25832,"(25824, 25832)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",9,10,2010,191705.0
"{'time_range': (25825, 25828), 'lat_range': (46.40625, 54.84375), 'lon_range': (3.508771929824536, 9.824561403508744), 'heatwave_length': 4}",2911,2010-10-03,2010-10-06,25825,25828,"(25825, 25828)","(46.40625, 54.84375)","(3.508771929824536, 9.824561403508744)",4,10,2010,418935.0
"{'time_range': (25828, 25833), 'lat_range': (40.78125, 52.734375), 'lon_range': (-4.2105263157894965, 6.315789473684184), 'heatwave_length': 6}",2912,2010-10-06,2010-10-11,25828,25833,"(25828, 25833)","(40.78125, 52.734375)","(-4.2105263157894965, 6.315789473684184)",6,10,2010,1068188.0
"{'time_range': (25857, 25859), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 3}",2913,2010-11-04,2010-11-06,25857,25859,"(25857, 25859)","(35.859375, 54.84375)","(-7.719298245614056, 9.824561403508744)",3,11,2010,2900492.0
"{'time_range': (25865, 25869), 'lat_range': (42.1875, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 5}",2915,2010-11-12,2010-11-16,25865,25869,"(25865, 25869)","(42.1875, 54.84375)","(-7.719298245614056, 9.824561403508744)",5,11,2010,1822667.0
"{'time_range': (25882, 25885), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",2916,2010-11-29,2010-12-02,25882,25885,"(25882, 25885)","(44.296875, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,11,2010,178442.0
"{'time_range': (25889, 25895), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 7}",2917,2010-12-06,2010-12-12,25889,25895,"(25889, 25895)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",7,12,2010,191705.0
"{'time_range': (25904, 25906), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",2919,2010-12-21,2010-12-23,25904,25906,"(25904, 25906)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,12,2010,114622.0
"{'time_range': (25905, 25908), 'lat_range': (53.4375, 54.84375), 'lon_range': (-4.2105263157894965, 2.8070175438596237), 'heatwave_length': 4}",2920,2010-12-22,2010-12-25,25905,25908,"(25905, 25908)","(53.4375, 54.84375)","(-4.2105263157894965, 2.8070175438596237)",4,12,2010,71638.0
"{'time_range': (25920, 25924), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",2921,2011-01-06,2011-01-10,25920,25924,"(25920, 25924)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,1,2011,191705.0
"{'time_range': (25921, 25924), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -1.4035087719298485), 'heatwave_length': 4}",2923,2011-01-07,2011-01-10,25921,25924,"(25921, 25924)","(54.84375, 54.84375)","(-4.2105263157894965, -1.4035087719298485)",4,1,2011,0.0
"{'time_range': (25928, 25932), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 5}",2924,2011-01-14,2011-01-18,25928,25932,"(25928, 25932)","(44.296875, 54.84375)","(-9.824561403508792, -8.421052631578968)",5,1,2011,118961.0
"{'time_range': (25929, 25932), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 4}",2925,2011-01-15,2011-01-18,25929,25932,"(25929, 25932)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",4,1,2011,0.0
"{'time_range': (25949, 25959), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.017543859649145, 9.824561403508744), 'heatwave_length': 11}",2927,2011-02-04,2011-02-14,25949,25959,"(25949, 25959)","(35.859375, 54.84375)","(-7.017543859649145, 9.824561403508744)",11,2,2011,2784472.0
"{'time_range': (25968, 25971), 'lat_range': (35.859375, 49.21875), 'lon_range': (-9.824561403508792, -0.7017543859649364), 'heatwave_length': 4}",2928,2011-02-23,2011-02-26,25968,25971,"(25968, 25971)","(35.859375, 49.21875)","(-9.824561403508792, -0.7017543859649364)",4,2,2011,1112808.0
"{'time_range': (25985, 25989), 'lat_range': (40.78125, 54.84375), 'lon_range': (-2.4424906541753444e-14, 9.824561403508744), 'heatwave_length': 5}",2931,2011-03-12,2011-03-16,25985,25989,"(25985, 25989)","(40.78125, 54.84375)","(-2.4424906541753444e-14, 9.824561403508744)",5,3,2011,1149757.0
"{'time_range': (25995, 26001), 'lat_range': (40.78125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 7}",2932,2011-03-22,2011-03-28,25995,26001,"(25995, 26001)","(40.78125, 46.40625)","(5.614035087719271, 9.824561403508744)",7,3,2011,212565.0
"{'time_range': (25996, 26001), 'lat_range': (40.78125, 54.84375), 'lon_range': (-2.1052631578947603, 8.42105263157892), 'heatwave_length': 6}",2934,2011-03-23,2011-03-28,25996,26001,"(25996, 26001)","(40.78125, 54.84375)","(-2.1052631578947603, 8.42105263157892)",6,3,2011,1231883.0
"{'time_range': (26004, 26023), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 20}",2935,2011-03-31,2011-04-19,26004,26023,"(26004, 26023)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",20,3,2011,3248551.0
"{'time_range': (26006, 26015), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 10}",2937,2011-04-02,2011-04-11,26006,26015,"(26006, 26015)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",10,4,2011,191705.0
"{'time_range': (26009, 26014), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",2938,2011-04-05,2011-04-10,26009,26014,"(26009, 26014)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,4,2011,97776.0
"{'time_range': (26021, 26036), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 16}",2939,2011-04-17,2011-05-02,26021,26036,"(26021, 26036)","(40.078125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",16,4,2011,1475837.0
"{'time_range': (26022, 26027), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",2940,2011-04-18,2011-04-23,26022,26027,"(26022, 26027)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,4,2011,97776.0
"{'time_range': (26031, 26036), 'lat_range': (40.78125, 54.84375), 'lon_range': (-1.4035087719298485, 8.42105263157892), 'heatwave_length': 6}",2941,2011-04-27,2011-05-02,26031,26036,"(26031, 26036)","(40.78125, 54.84375)","(-1.4035087719298485, 8.42105263157892)",6,4,2011,1149757.0
"{'time_range': (26032, 26036), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 5}",2942,2011-04-28,2011-05-02,26032,26036,"(26032, 26036)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",5,4,2011,97776.0
"{'time_range': (26040, 26051), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 12}",2943,2011-05-06,2011-05-17,26040,26051,"(26040, 26051)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",12,5,2011,3016511.0
"{'time_range': (26051, 26062), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 12}",2944,2011-05-17,2011-05-28,26051,26062,"(26051, 26062)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",12,5,2011,3248551.0
"{'time_range': (26063, 26065), 'lat_range': (45.0, 54.84375), 'lon_range': (-0.7017543859649364, 9.122807017543831), 'heatwave_length': 3}",2945,2011-05-29,2011-05-31,26063,26065,"(26063, 26065)","(45.0, 54.84375)","(-0.7017543859649364, 9.122807017543831)",3,5,2011,771600.0
"{'time_range': (26068, 26071), 'lat_range': (40.78125, 54.84375), 'lon_range': (0.7017543859648876, 9.824561403508744), 'heatwave_length': 4}",2946,2011-06-03,2011-06-06,26068,26071,"(26068, 26071)","(40.78125, 54.84375)","(0.7017543859648876, 9.824561403508744)",4,6,2011,1067632.0
"{'time_range': (26085, 26088), 'lat_range': (39.375, 44.296875), 'lon_range': (-7.017543859649145, -2.1052631578947603), 'heatwave_length': 4}",2948,2011-06-20,2011-06-23,26085,26088,"(26085, 26088)","(39.375, 44.296875)","(-7.017543859649145, -2.1052631578947603)",4,6,2011,223229.0
"{'time_range': (26090, 26098), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 9}",2949,2011-06-25,2011-07-03,26090,26098,"(26090, 26098)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",9,6,2011,3248551.0
"{'time_range': (26104, 26108), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",2950,2011-07-09,2011-07-13,26104,26108,"(26104, 26108)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,7,2011,191705.0
"{'time_range': (26127, 26129), 'lat_range': (42.1875, 46.40625), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 3}",2952,2011-08-01,2011-08-03,26127,26129,"(26127, 26129)","(42.1875, 46.40625)","(6.315789473684184, 9.824561403508744)",3,8,2011,131291.0
"{'time_range': (26141, 26153), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 13}",2953,2011-08-15,2011-08-27,26141,26153,"(26141, 26153)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",13,8,2011,3248551.0
"{'time_range': (26158, 26160), 'lat_range': (48.515625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",2954,2011-09-01,2011-09-03,26158,26160,"(26158, 26160)","(48.515625, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,9,2011,102367.0
"{'time_range': (26159, 26162), 'lat_range': (41.484375, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 4}",2955,2011-09-02,2011-09-05,26159,26162,"(26159, 26162)","(41.484375, 54.84375)","(-4.2105263157894965, 9.824561403508744)",4,9,2011,1549792.0
"{'time_range': (26164, 26175), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 12}",2956,2011-09-07,2011-09-18,26164,26175,"(26164, 26175)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",12,9,2011,3248551.0
"{'time_range': (26172, 26176), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -9.122807017543881), 'heatwave_length': 5}",2957,2011-09-15,2011-09-19,26172,26176,"(26172, 26176)","(44.296875, 54.84375)","(-9.824561403508792, -9.122807017543881)",5,9,2011,59481.0
"{'time_range': (26179, 26183), 'lat_range': (48.515625, 54.140625), 'lon_range': (-9.824561403508792, -9.122807017543881), 'heatwave_length': 5}",2958,2011-09-22,2011-09-26,26179,26183,"(26179, 26183)","(48.515625, 54.140625)","(-9.824561403508792, -9.122807017543881)",5,9,2011,30566.0
"{'time_range': (26182, 26195), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 14}",2959,2011-09-25,2011-10-08,26182,26195,"(26182, 26195)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",14,9,2011,3248551.0
"{'time_range': (26184, 26187), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.719298245614008, 9.824561403508744), 'heatwave_length': 4}",2960,2011-09-27,2011-09-30,26184,26187,"(26184, 26187)","(35.15625, 38.671875)","(7.719298245614008, 9.824561403508744)",4,9,2011,73332.0
"{'time_range': (26196, 26200), 'lat_range': (40.78125, 46.40625), 'lon_range': (5.614035087719271, 8.42105263157892), 'heatwave_length': 5}",2961,2011-10-09,2011-10-13,26196,26200,"(26196, 26200)","(40.78125, 46.40625)","(5.614035087719271, 8.42105263157892)",5,10,2011,141710.0
"{'time_range': (26197, 26208), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 3.508771929824536), 'heatwave_length': 12}",2962,2011-10-10,2011-10-21,26197,26208,"(26197, 26208)","(35.859375, 54.84375)","(-9.824561403508792, 3.508771929824536)",12,10,2011,2204374.0
"{'time_range': (26203, 26205), 'lat_range': (43.59375, 49.921875), 'lon_range': (-2.1052631578947603, 2.1052631578947114), 'heatwave_length': 3}",2963,2011-10-16,2011-10-18,26203,26205,"(26203, 26205)","(43.59375, 49.921875)","(-2.1052631578947603, 2.1052631578947114)",3,10,2011,226205.0
"{'time_range': (26214, 26228), 'lat_range': (36.5625, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 15}",2965,2011-10-27,2011-11-10,26214,26228,"(26214, 26228)","(36.5625, 54.84375)","(-7.719298245614056, 9.824561403508744)",15,10,2011,2775664.0
"{'time_range': (26228, 26260), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 33}",2968,2011-11-10,2011-12-12,26228,26260,"(26228, 26260)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",33,11,2011,3016511.0
"{'time_range': (26229, 26231), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",2970,2011-11-11,2011-11-13,26229,26231,"(26229, 26231)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",3,11,2011,240528.0
"{'time_range': (26235, 26238), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",2972,2011-11-17,2011-11-20,26235,26238,"(26235, 26238)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,11,2011,97776.0
"{'time_range': (26242, 26245), 'lat_range': (35.859375, 42.1875), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 4}",2973,2011-11-24,2011-11-27,26242,26245,"(26242, 26245)","(35.859375, 42.1875)","(-8.421052631578968, -1.4035087719298485)",4,11,2011,427529.0
"{'time_range': (26244, 26247), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",2974,2011-11-26,2011-11-29,26244,26247,"(26244, 26247)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,11,2011,97776.0
"{'time_range': (26261, 26265), 'lat_range': (49.921875, 54.84375), 'lon_range': (-4.2105263157894965, 8.42105263157892), 'heatwave_length': 5}",2975,2011-12-13,2011-12-17,26261,26265,"(26261, 26265)","(49.921875, 54.84375)","(-4.2105263157894965, 8.42105263157892)",5,12,2011,470259.0
"{'time_range': (26269, 26276), 'lat_range': (36.5625, 54.84375), 'lon_range': (-8.421052631578968, 2.8070175438596237), 'heatwave_length': 8}",2977,2011-12-21,2011-12-28,26269,26276,"(26269, 26276)","(36.5625, 54.84375)","(-8.421052631578968, 2.8070175438596237)",8,12,2011,1776425.0
"{'time_range': (26272, 26275), 'lat_range': (40.078125, 54.84375), 'lon_range': (4.210526315789448, 9.824561403508744), 'heatwave_length': 4}",2979,2011-12-24,2011-12-27,26272,26275,"(26272, 26275)","(40.078125, 54.84375)","(4.210526315789448, 9.824561403508744)",4,12,2011,694512.0
"{'time_range': (26279, 26290), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 12}",2982,2011-12-31,2012-01-11,26279,26290,"(26279, 26290)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",12,12,2011,3248551.0
"{'time_range': (26286, 26292), 'lat_range': (47.8125, 54.84375), 'lon_range': (-2.1052631578947603, 2.1052631578947114), 'heatwave_length': 7}",2983,2012-01-07,2012-01-13,26286,26292,"(26286, 26292)","(47.8125, 54.84375)","(-2.1052631578947603, 2.1052631578947114)",7,1,2012,229244.0
"{'time_range': (26289, 26291), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",2984,2012-01-10,2012-01-12,26289,26291,"(26289, 26291)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",3,1,2012,240528.0
"{'time_range': (26298, 26304), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 7}",2986,2012-01-19,2012-01-25,26298,26304,"(26298, 26304)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",7,1,2012,3016511.0
"{'time_range': (26331, 26334), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",2987,2012-02-21,2012-02-24,26331,26334,"(26331, 26334)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,2,2012,97776.0
"{'time_range': (26332, 26336), 'lat_range': (40.078125, 54.84375), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 5}",2988,2012-02-22,2012-02-26,26332,26336,"(26332, 26336)","(40.078125, 54.84375)","(5.614035087719271, 9.824561403508744)",5,2,2012,520884.0
"{'time_range': (26333, 26342), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 6.315789473684184), 'heatwave_length': 10}",2989,2012-02-23,2012-03-04,26333,26342,"(26333, 26342)","(35.859375, 54.84375)","(-8.421052631578968, 6.315789473684184)",10,2,2012,2436413.0
"{'time_range': (26338, 26341), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 4}",2990,2012-02-28,2012-03-03,26338,26341,"(26338, 26341)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",4,2,2012,240528.0
"{'time_range': (26347, 26375), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.824561403508744), 'heatwave_length': 29}",2992,2012-03-09,2012-04-06,26347,26375,"(26347, 26375)","(35.859375, 54.84375)","(-8.421052631578968, 9.824561403508744)",29,3,2012,3016511.0
"{'time_range': (26348, 26350), 'lat_range': (40.78125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",2994,2012-03-10,2012-03-12,26348,26350,"(26348, 26350)","(40.78125, 46.40625)","(5.614035087719271, 9.824561403508744)",3,3,2012,212565.0
"{'time_range': (26353, 26357), 'lat_range': (45.703125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",2995,2012-03-15,2012-03-19,26353,26357,"(26353, 26357)","(45.703125, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,3,2012,152410.0
"{'time_range': (26362, 26367), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",2996,2012-03-24,2012-03-29,26362,26367,"(26362, 26367)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,3,2012,97776.0
"{'time_range': (26395, 26397), 'lat_range': (45.703125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",2997,2012-04-26,2012-04-28,26395,26397,"(26395, 26397)","(45.703125, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,4,2012,152410.0
"{'time_range': (26408, 26417), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.122807017543831), 'heatwave_length': 10}",2999,2012-05-09,2012-05-18,26408,26417,"(26408, 26417)","(35.859375, 54.84375)","(-9.824561403508792, 9.122807017543831)",10,5,2012,3132531.0
"{'time_range': (26416, 26418), 'lat_range': (46.40625, 53.4375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",3000,2012-05-17,2012-05-19,26416,26418,"(26416, 26418)","(46.40625, 53.4375)","(-9.824561403508792, -8.421052631578968)",3,5,2012,78735.0
"{'time_range': (26419, 26438), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 20}",3001,2012-05-20,2012-06-08,26419,26438,"(26419, 26438)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",20,5,2012,3248551.0
"{'time_range': (26422, 26427), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",3002,2012-05-23,2012-05-28,26422,26427,"(26422, 26427)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,5,2012,97776.0
"{'time_range': (26436, 26438), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",3003,2012-06-06,2012-06-08,26436,26438,"(26436, 26438)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,6,2012,191705.0
"{'time_range': (26438, 26440), 'lat_range': (54.84375, 54.84375), 'lon_range': (-2.8070175438596725, -0.7017543859649364), 'heatwave_length': 3}",3004,2012-06-08,2012-06-10,26438,26440,"(26438, 26440)","(54.84375, 54.84375)","(-2.8070175438596725, -0.7017543859649364)",3,6,2012,0.0
"{'time_range': (26445, 26460), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 16}",3005,2012-06-15,2012-06-30,26445,26460,"(26445, 26460)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",16,6,2012,191705.0
"{'time_range': (26465, 26475), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 11}",3008,2012-07-05,2012-07-15,26465,26475,"(26465, 26475)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",11,7,2012,191705.0
"{'time_range': (26477, 26481), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.122807017543881, 1.4035087719297996), 'heatwave_length': 5}",3009,2012-07-17,2012-07-21,26477,26481,"(26477, 26481)","(35.859375, 54.84375)","(-9.122807017543881, 1.4035087719297996)",5,7,2012,1740295.0
"{'time_range': (26484, 26487), 'lat_range': (40.78125, 46.40625), 'lon_range': (5.614035087719271, 9.122807017543831), 'heatwave_length': 4}",3010,2012-07-24,2012-07-27,26484,26487,"(26484, 26487)","(40.78125, 46.40625)","(5.614035087719271, 9.122807017543831)",4,7,2012,177138.0
"{'time_range': (26485, 26502), 'lat_range': (40.78125, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 18}",3011,2012-07-25,2012-08-11,26485,26502,"(26485, 26502)","(40.78125, 54.84375)","(-4.2105263157894965, 9.824561403508744)",18,7,2012,1642511.0
"{'time_range': (26486, 26511), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 26}",3012,2012-07-26,2012-08-20,26486,26511,"(26486, 26511)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",26,7,2012,191705.0
"{'time_range': (26491, 26496), 'lat_range': (38.671875, 47.109375), 'lon_range': (-9.122807017543881, -2.1052631578947603), 'heatwave_length': 6}",3013,2012-07-31,2012-08-05,26491,26496,"(26491, 26496)","(38.671875, 47.109375)","(-9.122807017543881, -2.1052631578947603)",6,7,2012,537582.0
"{'time_range': (26500, 26503), 'lat_range': (36.5625, 52.03125), 'lon_range': (-9.824561403508792, 4.210526315789448), 'heatwave_length': 4}",3014,2012-08-09,2012-08-12,26500,26503,"(26500, 26503)","(36.5625, 52.03125)","(-9.824561403508792, 4.210526315789448)",4,8,2012,1925602.0
"{'time_range': (26506, 26521), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 16}",3016,2012-08-15,2012-08-30,26506,26521,"(26506, 26521)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",16,8,2012,3248551.0
"{'time_range': (26528, 26533), 'lat_range': (35.859375, 54.84375), 'lon_range': (-5.614035087719321, 9.824561403508744), 'heatwave_length': 6}",3018,2012-09-06,2012-09-11,26528,26533,"(26528, 26533)","(35.859375, 54.84375)","(-5.614035087719321, 9.824561403508744)",6,9,2012,2552433.0
"{'time_range': (26537, 26541), 'lat_range': (35.859375, 49.21875), 'lon_range': (-9.122807017543881, -2.4424906541753444e-14), 'heatwave_length': 5}",3019,2012-09-15,2012-09-19,26537,26541,"(26537, 26541)","(35.859375, 49.21875)","(-9.122807017543881, -2.4424906541753444e-14)",5,9,2012,1112808.0
"{'time_range': (26543, 26546), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3020,2012-09-21,2012-09-24,26543,26546,"(26543, 26546)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,9,2012,191705.0
"{'time_range': (26548, 26552), 'lat_range': (48.515625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",3022,2012-09-26,2012-09-30,26548,26552,"(26548, 26552)","(48.515625, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,9,2012,102367.0
"{'time_range': (26549, 26553), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -1.4035087719298485), 'heatwave_length': 5}",3023,2012-09-27,2012-10-01,26549,26553,"(26549, 26553)","(54.84375, 54.84375)","(-4.2105263157894965, -1.4035087719298485)",5,9,2012,0.0
"{'time_range': (26556, 26564), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 9}",3024,2012-10-04,2012-10-12,26556,26564,"(26556, 26564)","(43.59375, 54.84375)","(-9.824561403508792, -8.421052631578968)",9,10,2012,127803.0
"{'time_range': (26557, 26563), 'lat_range': (36.5625, 54.84375), 'lon_range': (-9.122807017543881, 6.315789473684184), 'heatwave_length': 7}",3025,2012-10-05,2012-10-11,26557,26563,"(26557, 26563)","(36.5625, 54.84375)","(-9.122807017543881, 6.315789473684184)",7,10,2012,2442584.0
"{'time_range': (26570, 26577), 'lat_range': (44.296875, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 8}",3026,2012-10-18,2012-10-25,26570,26577,"(26570, 26577)","(44.296875, 54.84375)","(-4.2105263157894965, 9.824561403508744)",8,10,2012,1189611.0
"{'time_range': (26586, 26597), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 12}",3027,2012-11-03,2012-11-14,26586,26597,"(26586, 26597)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",12,11,2012,191705.0
"{'time_range': (26595, 26597), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -2.1052631578947603), 'heatwave_length': 3}",3028,2012-11-12,2012-11-14,26595,26597,"(26595, 26597)","(54.84375, 54.84375)","(-4.2105263157894965, -2.1052631578947603)",3,11,2012,0.0
