extent,cluster_id,start_date,end_date,heatwave_start,heatwave_end,time_range,lat_range,lon_range,heatwave_length,month,year,spatial_extent
"{'time_range': (15308, 15315), 'lat_range': (35.859375, 50.625), 'lon_range': (-9.824561403508792, 2.8070175438596237), 'heatwave_length': 8}",1570,1981-12-10,1981-12-17,15308,15315,"(15308, 15315)","(35.859375, 50.625)","(-9.824561403508792, 2.8070175438596237)",8,12,1981,1683698.0
"{'time_range': (15309, 15316), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 8}",1571,1981-12-11,1981-12-18,15309,15316,"(15309, 15316)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",8,12,1981,191705.0
"{'time_range': (15314, 15316), 'lat_range': (52.734375, 54.84375), 'lon_range': (-4.2105263157894965, -2.4424906541753444e-14), 'heatwave_length': 3}",1572,1981-12-16,1981-12-18,15314,15316,"(15314, 15316)","(52.734375, 54.84375)","(-4.2105263157894965, -2.4424906541753444e-14)",3,12,1981,65020.0
"{'time_range': (15327, 15330), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1573,1981-12-29,1982-01-01,15327,15330,"(15327, 15330)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,12,1981,191705.0
"{'time_range': (15328, 15340), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.122807017543831), 'heatwave_length': 13}",1574,1981-12-30,1982-01-11,15328,15340,"(15328, 15340)","(35.859375, 54.84375)","(-9.824561403508792, 9.122807017543831)",13,12,1981,3132531.0
"{'time_range': (15331, 15333), 'lat_range': (41.484375, 46.40625), 'lon_range': (6.315789473684184, 9.122807017543831), 'heatwave_length': 3}",1575,1982-01-02,1982-01-04,15331,15333,"(15331, 15333)","(41.484375, 46.40625)","(6.315789473684184, 9.122807017543831)",3,1,1982,123270.0
"{'time_range': (15335, 15344), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 10}",1576,1982-01-06,1982-01-15,15335,15344,"(15335, 15344)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",10,1,1982,191705.0
"{'time_range': (15344, 15349), 'lat_range': (42.890625, 50.625), 'lon_range': (-2.1052631578947603, 3.508771929824536), 'heatwave_length': 6}",1578,1982-01-15,1982-01-20,15344,15349,"(15344, 15349)","(42.890625, 50.625)","(-2.1052631578947603, 3.508771929824536)",6,1,1982,368630.0
"{'time_range': (15359, 15361), 'lat_range': (50.625, 54.84375), 'lon_range': (-1.4035087719298485, 1.4035087719297996), 'heatwave_length': 3}",1579,1982-01-30,1982-02-01,15359,15361,"(15359, 15361)","(50.625, 54.84375)","(-1.4035087719298485, 1.4035087719297996)",3,1,1982,88858.0
"{'time_range': (15364, 15367), 'lat_range': (40.78125, 51.328125), 'lon_range': (-2.1052631578947603, 5.614035087719271), 'heatwave_length': 4}",1580,1982-02-04,1982-02-07,15364,15367,"(15364, 15367)","(40.78125, 51.328125)","(-2.1052631578947603, 5.614035087719271)",4,2,1982,700148.0
"{'time_range': (15370, 15373), 'lat_range': (43.59375, 54.84375), 'lon_range': (1.4035087719297996, 9.824561403508744), 'heatwave_length': 4}",1582,1982-02-10,1982-02-13,15370,15373,"(15370, 15373)","(43.59375, 54.84375)","(1.4035087719297996, 9.824561403508744)",4,2,1982,766820.0
"{'time_range': (15390, 15392), 'lat_range': (36.5625, 49.21875), 'lon_range': (-9.824561403508792, 1.4035087719297996), 'heatwave_length': 3}",1583,1982-03-02,1982-03-04,15390,15392,"(15390, 15392)","(36.5625, 49.21875)","(-9.824561403508792, 1.4035087719297996)",3,3,1982,1290196.0
"{'time_range': (15409, 15412), 'lat_range': (35.859375, 42.890625), 'lon_range': (-9.122807017543881, -2.8070175438596725), 'heatwave_length': 4}",1584,1982-03-21,1982-03-24,15409,15412,"(15409, 15412)","(35.859375, 42.890625)","(-9.122807017543881, -2.8070175438596725)",4,3,1982,425395.0
"{'time_range': (15413, 15415), 'lat_range': (40.78125, 46.40625), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 3}",1585,1982-03-25,1982-03-27,15413,15415,"(15413, 15415)","(40.78125, 46.40625)","(6.315789473684184, 9.824561403508744)",3,3,1982,177138.0
"{'time_range': (15423, 15425), 'lat_range': (40.78125, 54.84375), 'lon_range': (1.4035087719297996, 9.824561403508744), 'heatwave_length': 3}",1587,1982-04-04,1982-04-06,15423,15425,"(15423, 15425)","(40.78125, 54.84375)","(1.4035087719297996, 9.824561403508744)",3,4,1982,985506.0
"{'time_range': (15426, 15431), 'lat_range': (35.859375, 52.734375), 'lon_range': (-9.824561403508792, -2.4424906541753444e-14), 'heatwave_length': 6}",1588,1982-04-07,1982-04-12,15426,15431,"(15426, 15431)","(35.859375, 52.734375)","(-9.824561403508792, -2.4424906541753444e-14)",6,4,1982,1470460.0
"{'time_range': (15441, 15443), 'lat_range': (35.859375, 40.078125), 'lon_range': (-5.614035087719321, -2.1052631578947603), 'heatwave_length': 3}",1589,1982-04-22,1982-04-24,15441,15443,"(15441, 15443)","(35.859375, 40.078125)","(-5.614035087719321, -2.1052631578947603)",3,4,1982,144611.0
"{'time_range': (15445, 15447), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1590,1982-04-26,1982-04-28,15445,15447,"(15445, 15447)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,4,1982,97776.0
"{'time_range': (15461, 15466), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 6}",1591,1982-05-12,1982-05-17,15461,15466,"(15461, 15466)","(40.078125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",6,5,1982,1562651.0
"{'time_range': (15470, 15473), 'lat_range': (36.5625, 42.890625), 'lon_range': (-9.824561403508792, -2.1052631578947603), 'heatwave_length': 4}",1592,1982-05-21,1982-05-24,15470,15473,"(15470, 15473)","(36.5625, 42.890625)","(-9.824561403508792, -2.1052631578947603)",4,5,1982,465569.0
"{'time_range': (15479, 15489), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 11}",1594,1982-05-30,1982-06-09,15479,15489,"(15479, 15489)","(40.078125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",11,5,1982,1562651.0
"{'time_range': (15488, 15490), 'lat_range': (40.78125, 51.328125), 'lon_range': (-3.5087719298245847, 4.9122807017543595), 'heatwave_length': 3}",1596,1982-06-08,1982-06-10,15488,15490,"(15488, 15490)","(40.78125, 51.328125)","(-3.5087719298245847, 4.9122807017543595)",3,6,1982,763797.0
"{'time_range': (15498, 15506), 'lat_range': (45.0, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 9}",1597,1982-06-18,1982-06-26,15498,15506,"(15498, 15506)","(45.0, 54.84375)","(-9.824561403508792, -7.719298245614056)",9,6,1982,165343.0
"{'time_range': (15504, 15506), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -2.4424906541753444e-14), 'heatwave_length': 3}",1598,1982-06-24,1982-06-26,15504,15506,"(15504, 15506)","(54.84375, 54.84375)","(-4.2105263157894965, -2.4424906541753444e-14)",3,6,1982,0.0
"{'time_range': (15510, 15512), 'lat_range': (35.859375, 49.21875), 'lon_range': (-8.421052631578968, 6.315789473684184), 'heatwave_length': 3}",1599,1982-06-30,1982-07-02,15510,15512,"(15510, 15512)","(35.859375, 49.21875)","(-8.421052631578968, 6.315789473684184)",3,6,1982,1797614.0
"{'time_range': (15515, 15528), 'lat_range': (37.265625, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 14}",1600,1982-07-05,1982-07-18,15515,15528,"(15515, 15528)","(37.265625, 54.84375)","(-9.824561403508792, 9.824561403508744)",14,7,1982,2970323.0
"{'time_range': (15516, 15518), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",1601,1982-07-06,1982-07-08,15516,15518,"(15516, 15518)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,7,1982,114622.0
"{'time_range': (15524, 15527), 'lat_range': (47.109375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1602,1982-07-14,1982-07-17,15524,15527,"(15524, 15527)","(47.109375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,7,1982,127048.0
"{'time_range': (15530, 15533), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",1603,1982-07-20,1982-07-23,15530,15533,"(15530, 15533)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,7,1982,97776.0
"{'time_range': (15539, 15546), 'lat_range': (50.625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 8}",1604,1982-07-29,1982-08-05,15539,15546,"(15539, 15546)","(50.625, 54.84375)","(-9.824561403508792, -7.719298245614056)",8,7,1982,66644.0
"{'time_range': (15541, 15549), 'lat_range': (48.515625, 54.84375), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 9}",1606,1982-07-31,1982-08-08,15541,15549,"(15541, 15549)","(48.515625, 54.84375)","(6.315789473684184, 9.824561403508744)",9,7,1982,170612.0
"{'time_range': (15544, 15547), 'lat_range': (40.078125, 46.40625), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",1607,1982-08-03,1982-08-06,15544,15547,"(15544, 15547)","(40.078125, 46.40625)","(7.017543859649096, 9.824561403508744)",4,8,1982,160352.0
"{'time_range': (15551, 15554), 'lat_range': (35.859375, 47.109375), 'lon_range': (-7.017543859649145, -1.4035087719298485), 'heatwave_length': 4}",1608,1982-08-10,1982-08-13,15551,15554,"(15551, 15554)","(35.859375, 47.109375)","(-7.017543859649145, -1.4035087719298485)",4,8,1982,586320.0
"{'time_range': (15559, 15561), 'lat_range': (36.5625, 44.296875), 'lon_range': (-9.824561403508792, -3.5087719298245847), 'heatwave_length': 3}",1609,1982-08-18,1982-08-20,15559,15561,"(15559, 15561)","(36.5625, 44.296875)","(-9.824561403508792, -3.5087719298245847)",3,8,1982,460786.0
"{'time_range': (15576, 15578), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",1610,1982-09-04,1982-09-06,15576,15578,"(15576, 15578)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,9,1982,0.0
"{'time_range': (15583, 15593), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 11}",1612,1982-09-11,1982-09-21,15583,15593,"(15583, 15593)","(40.078125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",11,9,1982,1475837.0
"{'time_range': (15587, 15589), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1613,1982-09-15,1982-09-17,15587,15589,"(15587, 15589)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,9,1982,97776.0
"{'time_range': (15601, 15604), 'lat_range': (49.921875, 54.84375), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 4}",1614,1982-09-29,1982-10-02,15601,15604,"(15601, 15604)","(49.921875, 54.84375)","(6.315789473684184, 9.824561403508744)",4,9,1982,130627.0
"{'time_range': (15633, 15636), 'lat_range': (40.78125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 4}",1615,1982-10-31,1982-11-03,15633,15636,"(15633, 15636)","(40.78125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",4,10,1982,1396134.0
"{'time_range': (15640, 15645), 'lat_range': (43.59375, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 6}",1616,1982-11-07,1982-11-12,15640,15645,"(15640, 15645)","(43.59375, 54.84375)","(-2.1052631578947603, 9.824561403508744)",6,11,1982,1086328.0
"{'time_range': (15643, 15645), 'lat_range': (40.78125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",1617,1982-11-10,1982-11-12,15643,15645,"(15643, 15645)","(40.78125, 46.40625)","(5.614035087719271, 9.824561403508744)",3,11,1982,212565.0
"{'time_range': (15669, 15674), 'lat_range': (40.78125, 54.84375), 'lon_range': (-4.2105263157894965, 9.122807017543831), 'heatwave_length': 6}",1619,1982-12-06,1982-12-11,15669,15674,"(15669, 15674)","(40.78125, 54.84375)","(-4.2105263157894965, 9.122807017543831)",6,12,1982,1560385.0
"{'time_range': (15678, 15680), 'lat_range': (40.078125, 54.84375), 'lon_range': (-5.614035087719321, 9.824561403508744), 'heatwave_length': 3}",1620,1982-12-15,1982-12-17,15678,15680,"(15678, 15680)","(40.078125, 54.84375)","(-5.614035087719321, 9.824561403508744)",3,12,1982,1909907.0
"{'time_range': (15697, 15701), 'lat_range': (40.078125, 54.84375), 'lon_range': (-3.5087719298245847, 9.824561403508744), 'heatwave_length': 5}",1622,1983-01-03,1983-01-07,15697,15701,"(15697, 15701)","(40.078125, 54.84375)","(-3.5087719298245847, 9.824561403508744)",5,1,1983,1649465.0
"{'time_range': (15704, 15706), 'lat_range': (50.625, 54.84375), 'lon_range': (2.8070175438596237, 9.824561403508744), 'heatwave_length': 3}",1624,1983-01-10,1983-01-12,15704,15706,"(15704, 15706)","(50.625, 54.84375)","(2.8070175438596237, 9.824561403508744)",3,1,1983,222145.0
"{'time_range': (15710, 15713), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 9.122807017543831), 'heatwave_length': 4}",1625,1983-01-16,1983-01-19,15710,15713,"(15710, 15713)","(35.859375, 54.84375)","(-8.421052631578968, 9.122807017543831)",4,1,1983,2900492.0
"{'time_range': (15718, 15727), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 10}",1626,1983-01-24,1983-02-02,15718,15727,"(15718, 15727)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",10,1,1983,3248551.0
"{'time_range': (15720, 15722), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1627,1983-01-26,1983-01-28,15720,15722,"(15720, 15722)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,1,1983,97776.0
"{'time_range': (15723, 15727), 'lat_range': (43.59375, 52.734375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 5}",1628,1983-01-29,1983-02-02,15723,15727,"(15723, 15727)","(43.59375, 52.734375)","(-9.824561403508792, -8.421052631578968)",5,1,1983,106038.0
"{'time_range': (15754, 15761), 'lat_range': (35.859375, 43.59375), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 8}",1629,1983-03-01,1983-03-08,15754,15761,"(15754, 15761)","(35.859375, 43.59375)","(-8.421052631578968, -1.4035087719298485)",8,3,1983,517299.0
"{'time_range': (15761, 15767), 'lat_range': (36.5625, 54.84375), 'lon_range': (-9.824561403508792, 6.315789473684184), 'heatwave_length': 7}",1630,1983-03-08,1983-03-14,15761,15767,"(15761, 15767)","(36.5625, 54.84375)","(-9.824561403508792, 6.315789473684184)",7,3,1983,2553611.0
"{'time_range': (15771, 15775), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 1.4035087719297996), 'heatwave_length': 5}",1631,1983-03-18,1983-03-22,15771,15775,"(15771, 15775)","(35.859375, 54.84375)","(-9.824561403508792, 1.4035087719297996)",5,3,1983,1856315.0
"{'time_range': (15792, 15796), 'lat_range': (36.5625, 52.734375), 'lon_range': (-9.824561403508792, 1.4035087719297996), 'heatwave_length': 5}",1632,1983-04-08,1983-04-12,15792,15796,"(15792, 15796)","(36.5625, 52.734375)","(-9.824561403508792, 1.4035087719297996)",5,4,1983,1600831.0
"{'time_range': (15793, 15796), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1633,1983-04-09,1983-04-12,15793,15796,"(15793, 15796)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,4,1983,191705.0
"{'time_range': (15828, 15830), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",1635,1983-05-14,1983-05-16,15828,15830,"(15828, 15830)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,5,1983,0.0
"{'time_range': (15829, 15831), 'lat_range': (54.84375, 54.84375), 'lon_range': (2.8070175438596237, 8.42105263157892), 'heatwave_length': 3}",1636,1983-05-15,1983-05-17,15829,15831,"(15829, 15831)","(54.84375, 54.84375)","(2.8070175438596237, 8.42105263157892)",3,5,1983,0.0
"{'time_range': (15833, 15835), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",1637,1983-05-19,1983-05-21,15833,15835,"(15833, 15835)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,5,1983,114622.0
"{'time_range': (15848, 15863), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 16}",1638,1983-06-03,1983-06-18,15848,15863,"(15848, 15863)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",16,6,1983,3248551.0
"{'time_range': (15849, 15858), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 10}",1639,1983-06-04,1983-06-13,15849,15858,"(15849, 15858)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",10,6,1983,191705.0
"{'time_range': (15864, 15866), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1640,1983-06-19,1983-06-21,15864,15866,"(15864, 15866)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,6,1983,97776.0
"{'time_range': (15866, 15870), 'lat_range': (48.515625, 54.84375), 'lon_range': (4.210526315789448, 9.824561403508744), 'heatwave_length': 5}",1641,1983-06-21,1983-06-25,15866,15870,"(15866, 15870)","(48.515625, 54.84375)","(4.210526315789448, 9.824561403508744)",5,6,1983,272978.0
"{'time_range': (15881, 15908), 'lat_range': (38.671875, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 28}",1642,1983-07-06,1983-08-02,15881,15908,"(15881, 15908)","(38.671875, 54.84375)","(-7.719298245614056, 9.824561403508744)",28,7,1983,2408660.0
"{'time_range': (15897, 15907), 'lat_range': (47.109375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 11}",1644,1983-07-22,1983-08-01,15897,15907,"(15897, 15907)","(47.109375, 54.84375)","(-9.824561403508792, -7.719298245614056)",11,7,1983,127048.0
"{'time_range': (15913, 15921), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 9}",1646,1983-08-07,1983-08-15,15913,15921,"(15913, 15921)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",9,8,1983,97776.0
"{'time_range': (15920, 15922), 'lat_range': (41.484375, 46.40625), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 3}",1647,1983-08-14,1983-08-16,15920,15922,"(15920, 15922)","(41.484375, 46.40625)","(6.315789473684184, 9.824561403508744)",3,8,1983,154087.0
"{'time_range': (15924, 15929), 'lat_range': (40.078125, 54.84375), 'lon_range': (2.8070175438596237, 9.824561403508744), 'heatwave_length': 6}",1648,1983-08-18,1983-08-23,15924,15929,"(15924, 15929)","(40.078125, 54.84375)","(2.8070175438596237, 9.824561403508744)",6,8,1983,868140.0
"{'time_range': (15931, 15934), 'lat_range': (46.40625, 54.84375), 'lon_range': (2.8070175438596237, 9.122807017543831), 'heatwave_length': 4}",1650,1983-08-25,1983-08-28,15931,15934,"(15931, 15934)","(46.40625, 54.84375)","(2.8070175438596237, 9.122807017543831)",4,8,1983,418935.0
